Name,SFCLink,ROs,Reps,Total,Reps v total%,LicenseStats,Licensed
CITIC Capital SIF Advisory Limited,SFClicensees.asp?p=74142&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=74142&a=0,2006-07-25
CITIGROUP FIRST INVESTMENT MANAGEMENT LIMITED,SFClicensees.asp?p=660&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=660&a=0,2007-02-16
Clarity Investment Partners Limited,SFClicensees.asp?p=2204413&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=2204413&a=0,2017-09-26
CLSA Asset Management Limited,SFClicensees.asp?p=50242&a=0&h=Y&sort=posdn&d=2020-01-22,4,1,5,20.00,SFChistfirm.asp?p=50242&a=0,2008-08-01
"CMH Capital Co., Limited",SFClicensees.asp?p=2079812&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=2079812&a=0,2014-10-15
CMSC PARTNERS LIMITED,SFClicensees.asp?p=12508246&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=12508246&a=0,2018-08-03
Core Pacific - Yamaichi Asset Management Limited,SFClicensees.asp?p=2181495&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=2181495&a=0,2013-12-17
CORNERSTONE ASSET MANAGEMENT LIMITED,SFClicensees.asp?p=12625338&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=12625338&a=0,2018-08-02
Cowen and Company (Asia) Limited,SFClicensees.asp?p=59451&a=0&h=Y&sort=posdn&d=2020-01-22,4,1,5,20.00,SFChistfirm.asp?p=59451&a=0,2019-05-17
CUPOLA CAPITAL LIMITED,SFClicensees.asp?p=57299&a=0&h=Y&sort=posdn&d=2020-01-22,4,1,5,20.00,SFChistfirm.asp?p=57299&a=0,
Cypress Capital Hong Kong Limited,SFClicensees.asp?p=2014176&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=2014176&a=0,2013-06-19
Da De Securities Limited,SFClicensees.asp?p=12664612&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=12664612&a=0,2019-02-20
Derivatives China (Hong Kong) Limited,SFClicensees.asp?p=2641208&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=2641208&a=0,2018-08-10
Dimensional Hong Kong Limited,SFClicensees.asp?p=1902139&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=1902139&a=0,2017-11-30
DL Family Office (HK) Limited,SFClicensees.asp?p=2120876&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=2120876&a=0,2015-07-23
DRACO CAPITAL LIMITED,SFClicensees.asp?p=11629622&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=11629622&a=0,2019-01-04
DST Investment Management Limited,SFClicensees.asp?p=1688241&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=1688241&a=0,2012-04-23
DT Securities & Futures Co. Limited,SFClicensees.asp?p=12804925&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=12804925&a=0,2018-11-01
Duo Asset Management Limited,SFClicensees.asp?p=2666670&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=2666670&a=0,2017-04-06
E D & F Man Capital Markets Hong Kong Limited,SFClicensees.asp?p=205235&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=205235&a=0,2013-08-23
Eastfort Asset Management Private Limited,SFClicensees.asp?p=2383086&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=2383086&a=0,2015-07-29
EIG Global Energy (Asia) Limited,SFClicensees.asp?p=1805437&a=0&h=Y&sort=posdn&d=2020-01-22,4,1,5,20.00,SFChistfirm.asp?p=1805437&a=0,2012-02-08
EMP CAPITAL LIMITED,SFClicensees.asp?p=2410131&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=2410131&a=0,2016-12-02
Emperor Asset Management Limited,SFClicensees.asp?p=78824&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=78824&a=0,2009-11-03
Enhanced Investment Management Limited,SFClicensees.asp?p=1706217&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=1706217&a=0,2014-01-08
ENHANCED INVESTMENT PRODUCTS LIMITED,SFClicensees.asp?p=63944&a=0&h=Y&sort=posdn&d=2020-01-22,4,1,5,20.00,SFChistfirm.asp?p=63944&a=0,
Excelerate Fund Management Limited,SFClicensees.asp?p=9396907&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=9396907&a=0,2018-02-08
FAIR EAGLE FUTURES COMPANY LIMITED,SFClicensees.asp?p=47846&a=0&h=Y&sort=posdn&d=2020-01-22,4,1,5,20.00,SFChistfirm.asp?p=47846&a=0,
FIVE STATES CAPITAL RESOURCES LIMITED,SFClicensees.asp?p=2231749&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=2231749&a=0,2016-11-09
Forchn International Asset Management Co. Limited,SFClicensees.asp?p=133227&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=133227&a=0,2011-10-31
Fountainhead Partners Company Limited,SFClicensees.asp?p=2417547&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=2417547&a=0,2015-10-12
Freeman Corporate Finance Limited (HK),SFClicensees.asp?p=1854011&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=1854011&a=0,2012-09-11
Fubon Fund Management (Hong Kong) Limited,SFClicensees.asp?p=51618&a=0&h=Y&sort=posdn&d=2020-01-22,5,0,5,0.00,SFChistfirm.asp?p=51618&a=0,2014-11-25
FUJI HONG KONG COMMODITIES COMPANY LIMITED,SFClicensees.asp?p=68495&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=68495&a=0,
Fulixin Global Wealth Management Limited,SFClicensees.asp?p=2145830&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=2145830&a=0,2014-06-05
GALAXY ASSET MANAGEMENT (H.K.) LIMITED,SFClicensees.asp?p=38677&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=38677&a=0,
"GCI Asset Management, HK Limited",SFClicensees.asp?p=12836906&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=12836906&a=0,2018-10-30
GET NICE ASSET MANAGEMENT LIMITED,SFClicensees.asp?p=49357&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=49357&a=0,2005-12-16
GLAM Capital Limited,SFClicensees.asp?p=19315718&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=19315718&a=0,2019-02-11
GLOBAL GROUP SECURITIES LIMITED,SFClicensees.asp?p=1849709&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=1849709&a=0,2012-08-03
GLOBAL MASTERMIND ASSET MANAGEMENT LIMITED,SFClicensees.asp?p=2482679&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=2482679&a=0,2017-02-21
Global Prime Partners (Asia) Limited,SFClicensees.asp?p=2194887&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=2194887&a=0,2015-08-05
Global Value Chain Investment Corporation Limited,SFClicensees.asp?p=2250459&a=0&h=Y&sort=posdn&d=2020-01-22,4,1,5,20.00,SFChistfirm.asp?p=2250459&a=0,2015-02-02
GOLD DRAGON WORLDWIDE ASSET MANAGEMENT LIMITED,SFClicensees.asp?p=2655991&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=2655991&a=0,2017-11-30
GOLD FUND SECURITIES COMPANY LIMITED,SFClicensees.asp?p=50828&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=50828&a=0,
Gold Mountains Asset Management Limited,SFClicensees.asp?p=2059752&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=2059752&a=0,2013-08-28
GOLDEN HILL INVESTMENT COMPANY LIMITED,SFClicensees.asp?p=50830&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=50830&a=0,
GOLDLINK ASSET MANAGEMENT (ASIA) LIMITED,SFClicensees.asp?p=2643556&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=2643556&a=0,2017-03-13
GOLDRIDE SECURITIES LIMITED,SFClicensees.asp?p=14558&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=14558&a=0,
Grand Profit Financial Company Limited,SFClicensees.asp?p=2540963&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=2540963&a=0,2017-01-06
Grand Rich Futures Limited,SFClicensees.asp?p=6715401&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=6715401&a=0,2018-04-04
GREATER BAY ASSET MANAGEMENT LIMITED,SFClicensees.asp?p=11796994&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=11796994&a=0,2018-07-17
GUOTAI GLOBAL INVESTMENTS LIMITED,SFClicensees.asp?p=2054190&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=2054190&a=0,2015-08-19
Hammer Capital Asset Management Limited,SFClicensees.asp?p=2634254&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=2634254&a=0,2017-11-27
HARTFORD CAPITAL LIMITED,SFClicensees.asp?p=19162842&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=19162842&a=0,2018-12-04
HD Capital Limited,SFClicensees.asp?p=2412780&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=2412780&a=0,2015-12-14
Heavenly Wealth Management Limited,SFClicensees.asp?p=2666827&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=2666827&a=0,2017-06-29
Heitman International HK Limited,SFClicensees.asp?p=2090523&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=2090523&a=0,2014-02-18
Heitman International Real Estate Securities HK Limited,SFClicensees.asp?p=1857042&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=1857042&a=0,2012-11-20
Hermitage Capital HK Limited,SFClicensees.asp?p=11783607&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=11783607&a=0,2018-03-28
HK NOBLE SKY TREASURE SECURITIES LIMITED,SFClicensees.asp?p=1974719&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=1974719&a=0,2013-02-28
HKFAEx Group Limited,SFClicensees.asp?p=72028&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=72028&a=0,2007-02-15
Hope Securities Limited,SFClicensees.asp?p=2593764&a=0&h=Y&sort=posdn&d=2020-01-22,5,0,5,0.00,SFChistfirm.asp?p=2593764&a=0,2018-04-09
HS Group (Hong Kong) Limited,SFClicensees.asp?p=2060999&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=2060999&a=0,2013-09-17
HTF Securities Limited,SFClicensees.asp?p=17996207&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=17996207&a=0,2019-04-17
Hua Liang Capital Limited,SFClicensees.asp?p=22251526&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=22251526&a=0,2019-07-22
Hui Xian Asset Management Limited,SFClicensees.asp?p=65447&a=0&h=Y&sort=posdn&d=2020-01-22,5,0,5,0.00,SFChistfirm.asp?p=65447&a=0,2011-04-08
Hywin Asset Management (Hong Kong) Limited,SFClicensees.asp?p=2006002&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=2006002&a=0,2013-07-05
Infinite Capital Limited (HK),SFClicensees.asp?p=2691323&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=2691323&a=0,2018-05-29
IvyRock Asset Management (HK) Limited,SFClicensees.asp?p=1476510&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=1476510&a=0,2014-03-06
JMC Futures Investment HK Limited,SFClicensees.asp?p=17216838&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=17216838&a=0,2019-01-31
KAISER CAPITAL MANAGEMENT LIMITED,SFClicensees.asp?p=2447017&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=2447017&a=0,2017-03-09
KBR Fund Management Limited,SFClicensees.asp?p=44637&a=0&h=Y&sort=posdn&d=2020-01-22,4,1,5,20.00,SFChistfirm.asp?p=44637&a=0,2008-01-08
Keyrock Capital Management Limited,SFClicensees.asp?p=12621254&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=12621254&a=0,2018-07-04
KILMOREY ASSET MANAGEMENT LIMITED,SFClicensees.asp?p=11767178&a=0&h=Y&sort=posdn&d=2020-01-22,1,4,5,80.00,SFChistfirm.asp?p=11767178&a=0,2017-12-11
King Wai Asset Management Company Limited,SFClicensees.asp?p=132003&a=0&h=Y&sort=posdn&d=2020-01-22,4,1,5,20.00,SFChistfirm.asp?p=132003&a=0,2011-09-05
Kings International Financial Services Limited,SFClicensees.asp?p=53553&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=53553&a=0,
Kingsman HK Capital Limited,SFClicensees.asp?p=22076473&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=22076473&a=0,2019-07-31
KOG FOREX LIMITED,SFClicensees.asp?p=1820011&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=1820011&a=0,2013-01-08
KRISTAL ADVISORS (HK) LIMITED,SFClicensees.asp?p=2593971&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=2593971&a=0,2016-11-15
KVB Capital Markets Limited,SFClicensees.asp?p=2590943&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=2590943&a=0,2016-12-21
KVB KUNLUN ASSET MANAGEMENT (HK) LIMITED,SFClicensees.asp?p=68509&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=68509&a=0,2008-07-02
KVB Kunlun Securities (HK) Limited,SFClicensees.asp?p=50908&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=50908&a=0,2008-07-02
Lake Bleu Capital (Hong Kong) Limited,SFClicensees.asp?p=22513340&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=22513340&a=0,2019-05-15
LaSalle Investment Management Hong Kong Limited,SFClicensees.asp?p=78305&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=78305&a=0,2007-06-14
Lazarus Asset Management Limited,SFClicensees.asp?p=6709531&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=6709531&a=0,2018-06-26
LBN Advisers Limited,SFClicensees.asp?p=41136&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=41136&a=0,2007-09-13
LEGENDS ASSET MANAGEMENT LIMITED,SFClicensees.asp?p=131744&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=131744&a=0,2010-08-23
Lego Asset Management Limited,SFClicensees.asp?p=6721967&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=6721967&a=0,2019-03-01
"LFM Global Investment (Hong Kong) Company, Limited",SFClicensees.asp?p=1991285&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=1991285&a=0,2012-12-06
LIS Investment Services Limited,SFClicensees.asp?p=67826&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=67826&a=0,2008-01-09
Lone Star Asia-Pacific Acquisitions (Hong Kong) Limited,SFClicensees.asp?p=2482035&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=2482035&a=0,2016-10-04
LONGREACH GROUP LIMITED (THE),SFClicensees.asp?p=93960&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=93960&a=0,2006-08-01
LST CAPITAL PARTNERS LIMITED,SFClicensees.asp?p=2012387&a=0&h=Y&sort=posdn&d=2020-01-22,4,1,5,20.00,SFChistfirm.asp?p=2012387&a=0,2014-07-25
LUNAR CAPITAL MANAGEMENT LIMITED,SFClicensees.asp?p=131857&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=131857&a=0,2010-02-17
MaiCapital Limited,SFClicensees.asp?p=12688570&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=12688570&a=0,2018-08-16
MAN HON YEUNG SECURITIES LIMITED,SFClicensees.asp?p=50930&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=50930&a=0,
MARCO POLO PURE ASSET MANAGEMENT LIMITED,SFClicensees.asp?p=49748&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=49748&a=0,2008-04-01
MARIGOLD INTERNATIONAL SECURITIES LIMITED,SFClicensees.asp?p=59543&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=59543&a=0,2010-05-13
MEAG Hong Kong Limited,SFClicensees.asp?p=74460&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=74460&a=0,
Merdeka Corporate Finance Limited,SFClicensees.asp?p=19932038&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=19932038&a=0,2019-08-21
MG Wealth Management Limited,SFClicensees.asp?p=1910672&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=1910672&a=0,2016-10-20
MIGHTY BROKERAGE (ASIA) LIMITED,SFClicensees.asp?p=133936&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=133936&a=0,2011-11-22
MONEY CONCEPTS (HONG KONG) LIMITED,SFClicensees.asp?p=2085235&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=2085235&a=0,2016-02-18
MORTON SECURITIES LIMITED,SFClicensees.asp?p=50889&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=50889&a=0,
MOUETTE SECURITIES COMPANY LIMITED,SFClicensees.asp?p=2711211&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=2711211&a=0,2018-02-01
MOUNT LOGAN CAPITAL LIMITED,SFClicensees.asp?p=2551766&a=0&h=Y&sort=posdn&d=2020-01-22,4,1,5,20.00,SFChistfirm.asp?p=2551766&a=0,2016-08-01
Nanjia Capital Limited (HK),SFClicensees.asp?p=2595271&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=2595271&a=0,2016-10-20
New China Capital Management Limited,SFClicensees.asp?p=2476364&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=2476364&a=0,2017-07-06
NEW GALA SECURITIES COMPANY LIMITED,SFClicensees.asp?p=50954&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=50954&a=0,2004-02-02
NEW REGION SECURITIES COMPANY LIMITED,SFClicensees.asp?p=50831&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=50831&a=0,
Nexus Investment Advisors Limited,SFClicensees.asp?p=2158461&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=2158461&a=0,2014-05-02
Nice Talent Asset Management Limited,SFClicensees.asp?p=12759405&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=12759405&a=0,2018-11-01
Nobleseed Asset Management Limited,SFClicensees.asp?p=2684812&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=2684812&a=0,2017-12-20
Nuada Limited,SFClicensees.asp?p=37566&a=0&h=Y&sort=posdn&d=2020-01-22,4,1,5,20.00,SFChistfirm.asp?p=37566&a=0,2004-01-15
Oakwise Capital Management Limited,SFClicensees.asp?p=18418607&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=18418607&a=0,2019-03-07
Oberweis Asset Management (Hong Kong) Limited,SFClicensees.asp?p=12766842&a=0&h=Y&sort=posdn&d=2020-01-22,4,1,5,20.00,SFChistfirm.asp?p=12766842&a=0,2018-07-26
Ocean Joy Securities Limited,SFClicensees.asp?p=12770784&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=12770784&a=0,2018-07-11
Orbis Investment Management (Hong Kong) Limited,SFClicensees.asp?p=1623435&a=0&h=Y&sort=posdn&d=2020-01-22,5,0,5,0.00,SFChistfirm.asp?p=1623435&a=0,2014-05-14
OX Financial Securities Limited,SFClicensees.asp?p=2548065&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=2548065&a=0,2016-12-15
P.B. Global Asset Management Limited,SFClicensees.asp?p=2286997&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=2286997&a=0,2014-11-18
PACIFIC CHALLENGE SECURITIES LIMITED,SFClicensees.asp?p=13323&a=0&h=Y&sort=posdn&d=2020-01-22,4,1,5,20.00,SFChistfirm.asp?p=13323&a=0,
PARAGON SECURITIES LIMITED,SFClicensees.asp?p=2438089&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=2438089&a=0,2017-06-19
Partners Asset Management (HK) Limited,SFClicensees.asp?p=65930&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=65930&a=0,2007-04-03
PARTNERS CAPITAL SECURITIES LIMITED,SFClicensees.asp?p=25606&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=25606&a=0,
Pedder Street Investment Management Limited,SFClicensees.asp?p=1109767&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=1109767&a=0,2014-06-03
PGIM (Hong Kong) Limited,SFClicensees.asp?p=49385&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=49385&a=0,
PHOENIX CAPITAL ASIA LIMITED,SFClicensees.asp?p=19962&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=19962&a=0,
PINERION ASSET MANAGEMENT LIMITED,SFClicensees.asp?p=2418384&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=2418384&a=0,2016-04-19
PINS ASSET MANAGEMENT (ASIA) LIMITED,SFClicensees.asp?p=2624010&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=2624010&a=0,2017-05-12
POINCARE CAPITAL MANAGEMENT LIMITED,SFClicensees.asp?p=2664461&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=2664461&a=0,2017-07-19
Power Asset Management Company Limited,SFClicensees.asp?p=2425526&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=2425526&a=0,2016-03-22
Precision Securities Limited,SFClicensees.asp?p=1047447&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=1047447&a=0,2019-01-15
PROBITAS HONG KONG LIMITED,SFClicensees.asp?p=131649&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=131649&a=0,2009-06-05
PT Capital Partners Limited,SFClicensees.asp?p=11550918&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=11550918&a=0,2018-11-08
QL Asset Management Company Limited,SFClicensees.asp?p=2226956&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=2226956&a=0,2014-10-06
QMIS Asset Management Limited,SFClicensees.asp?p=131629&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=131629&a=0,2009-08-13
"Quantbot Technologies (HK), Limited",SFClicensees.asp?p=2358432&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=2358432&a=0,2016-05-24
RAM Investment Advisors Limited,SFClicensees.asp?p=2272704&a=0&h=Y&sort=posdn&d=2020-01-22,2,3,5,60.00,SFChistfirm.asp?p=2272704&a=0,2016-01-14
RAYLIANT ASSET MANAGEMENT LIMITED,SFClicensees.asp?p=1763782&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=1763782&a=0,2012-02-20
Redford Asset Management Limited,SFClicensees.asp?p=48202&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=48202&a=0,2010-03-09
REDWOOD ASSET MANAGEMENT LIMITED,SFClicensees.asp?p=22623847&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=22623847&a=0,2019-12-12
Righteous Capital Limited,SFClicensees.asp?p=2543996&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=2543996&a=0,2016-09-22
RISING GLORY FINANCE LIMITED,SFClicensees.asp?p=2404061&a=0&h=Y&sort=posdn&d=2020-01-22,3,2,5,40.00,SFChistfirm.asp?p=2404061&a=0,2017-01-23
ROCIM Limited,SFClicensees.asp?p=131711&a=0&h=Y&sort=posdn&d=2020-01-22,4,1,5,20.00,SFChistfirm.asp?p=131711&a=0,2007-06-29
